Customer;Age;Gender;Own Home;Married;Close;Salary;Children;Previous Customer;Previous Spent;Catalogs;Amount Spent;Log(Amount Spent)
377;53;1;1;0;1;60.3;0;1;928;24;1.263;0.233489843
378;28;1;1;0;1;31.5;3;1;105;18;269;5.59471138
379;65;0;1;1;1;111.5;0;1;2.41;18;2.51;0.920282753
380;33;1;1;0;1;67.9;0;1;1.347;18;1.418;0.349247428
381;22;1;0;0;1;29.2;0;1;461;18;737;6.602587892
382;67;1;1;1;1;84.5;0;0;0;12;1.557;0.442760893
383;33;1;1;1;1;84.7;3;0;0;24;2.705;0.995101912
384;22;1;0;1;0;67.3;3;0;0;6;1.212;0.192271888
385;42;1;0;0;0;51.1;0;1;1.767;24;1.984;0.685115009
386;24;1;0;0;1;23.5;0;1;461;12;371;5.916202063
387;21;1;0;0;1;21.3;1;0;0;12;329;5.796057751
388;38;1;1;1;1;90.1;0;1;1.755;18;1.956;0.670901572
389;51;1;1;1;0;84.3;2;1;1.607;18;1.648;0.499562431
390;29;0;0;0;0;13.2;0;0;0;18;512;6.238324625
391;24;0;0;0;1;22.1;2;1;168;18;280;5.634789603
392;43;1;1;1;1;53.7;1;0;0;12;1.081;0.077886539
393;49;1;0;0;0;38.7;1;1;1.129;18;1.009;0.008959741
394;38;0;1;0;1;35.2;2;1;57;6;233;5.451038454
395;47;1;1;1;0;113.3;1;1;1.93;18;5.151;1.639190871
396;37;1;0;1;1;105.6;3;1;1.046;6;304;5.717027701
397;70;0;1;1;1;74.7;0;1;1.782;12;1.699;0.530039843
398;32;0;1;0;1;60.2;1;0;0;12;1.748;0.558472277
399;26;0;0;0;1;12;0;1;313;24;344;5.840641657
400;21;0;0;0;1;16.7;2;1;85;12;108;4.682131227
401;38;0;1;0;1;46.1;2;1;408;12;418;6.035481433
402;35;1;1;1;0;103.7;1;1;2.324;24;2.339;0.849723488
403;44;1;0;0;1;63.8;1;1;1.311;24;1.622;0.483659956
404;35;0;1;1;1;65.4;2;1;632;24;938;6.843749949
405;46;1;1;0;1;49.9;1;0;0;24;1.631;0.489193324
406;39;1;1;1;1;64.3;2;1;655;6;661;6.49375384
407;44;1;1;0;0;59.6;2;1;1.239;18;1.217;0.196388814
408;47;0;1;0;1;45.1;1;1;741;12;448;6.104793232
409;45;0;0;0;1;39.9;1;1;380;12;586;6.37331979
410;28;1;1;0;1;33.4;0;0;0;12;567;6.340359304
411;34;1;1;1;1;99.6;1;1;1.882;6;871;6.769641977
412;41;1;1;0;1;58.4;0;1;1.004;12;829;6.720220155
413;44;1;0;0;1;35.1;1;1;466;6;421;6.042632834
414;67;1;1;0;1;53.4;1;1;747;12;886;6.786716951
415;50;1;1;0;1;61.6;0;0;0;18;1.666;0.510425544
416;23;0;1;0;0;21.4;3;0;0;6;326;5.786897381
417;22;0;0;0;0;20;3;1;35;6;182;5.204006687
418;69;0;1;0;0;32.7;0;1;1.027;24;1.252;0.224742273
419;48;0;1;1;0;99.2;0;1;2.247;24;5.503;1.705293398
420;39;1;1;1;1;109.6;1;1;1.591;12;2.318;0.840704745
421;65;0;1;1;0;22.8;0;0;0;12;452;6.11368218
422;72;1;1;1;0;76.9;2;1;1.571;24;3.23;1.172482137
423;55;0;0;1;1;97.4;3;1;1.307;6;213;5.361292166
424;50;1;0;0;1;43.7;0;0;0;18;1.344;0.295650242
425;40;0;1;0;1;49.6;1;1;879;12;844;6.738152495
426;62;1;1;0;1;71.3;0;1;1.518;18;1.543;0.433728573
427;62;0;1;1;1;10.1;1;1;58;6;93;4.532599493
428;38;0;1;0;1;35.8;1;0;0;24;1.355;0.303801454
429;40;1;1;1;0;113.4;3;1;1.551;18;1.79;0.58221562
430;21;0;0;0;0;23.2;2;0;0;24;788;6.66949809
431;36;1;0;1;1;88.5;2;1;1.059;24;1.104;0.098939948
432;40;1;1;1;1;96.9;1;1;1.718;12;1.42;0.350656872
433;27;0;0;0;1;22;1;1;285;12;472;6.156978986
434;35;0;0;1;1;81.4;2;0;0;6;1.014;0.013902905
435;59;0;1;1;1;114.8;0;1;2.763;18;3.596;1.279822117
436;43;0;1;1;1;79.9;3;1;234;12;295;5.686975356
437;38;1;1;1;1;107.4;1;1;1.697;24;1.821;0.599385801
438;62;0;1;1;0;78.8;0;1;2.586;18;3.398;1.223187023
439;35;1;0;1;0;124.8;3;1;1.634;18;2.537;0.930982281
440;27;0;0;1;1;36.9;1;0;0;18;1.48;0.392042088
441;23;0;0;0;0;12.8;1;0;0;24;365;5.899897354
442;51;0;1;0;1;65.8;1;1;1.369;12;869;6.767343125
443;28;1;1;0;1;20.9;0;1;225;24;550;6.309918278
444;41;1;1;0;0;49.7;0;1;1.88;24;2.844;1.045211512
445;60;0;1;0;1;25.5;0;1;696;18;636;6.455198563
446;68;0;1;0;1;20.6;0;1;309;6;201;5.303304908
447;64;1;1;1;1;84.3;0;1;1.7;24;2.842;1.04450803
448;37;0;0;0;0;31.2;3;0;0;24;1.087;0.083421608
449;43;0;0;0;1;50.5;1;1;509;12;940;6.845879875
450;28;0;0;0;1;15.5;1;1;269;6;210;5.347107531
451;24;0;0;0;1;12.9;1;1;90;6;107;4.672828834
452;40;1;0;0;1;52.4;0;0;0;18;857;6.753437919
453;34;1;1;1;1;97.6;2;1;1.585;12;1.162;0.150142658
454;34;1;0;0;1;50.5;0;1;946;12;1.029;0.028587457
455;47;1;0;0;1;55.9;1;1;1.123;12;909;6.812345094
456;29;0;0;0;0;28.9;0;1;976;24;905;6.807934944
457;32;1;0;1;1;108.3;2;0;0;12;2.224;0.799307376
458;45;0;0;1;1;46.7;0;1;927;24;983;6.89060912
459;75;1;1;1;1;102.7;0;0;0;18;2.381;0.867520568
460;28;0;0;0;1;15.6;0;0;0;12;468;6.148468296
461;36;1;0;0;1;39;0;0;0;6;643;6.466144724
462;67;0;0;1;0;60.2;0;1;1.893;18;2.328;0.84500953
463;29;0;0;0;1;17.3;0;1;442;12;345;5.843544417
464;45;0;0;0;1;36.9;1;1;452;6;371;5.916202063
465;44;1;1;1;1;64.8;2;1;714;12;574;6.352629396
466;41;0;0;1;0;67.3;1;1;2.146;18;1.513;0.414094435
467;28;1;0;0;1;15.4;0;1;185;6;172;5.147494477
468;28;0;0;0;1;22.6;3;0;0;6;521;6.255750042
469;58;1;1;1;0;54.6;0;1;1.584;24;2.163;0.771496147
470;29;1;1;1;1;62.2;0;1;1.281;24;1.348;0.298622012
471;21;1;0;1;1;56.3;0;0;0;24;1.608;0.474991171
472;22;1;0;0;1;21;0;1;929;24;646;6.470799504
473;32;0;0;1;1;66.9;2;1;766;12;769;6.64509097
474;38;1;1;1;1;66.5;3;1;383;12;286;5.655991811
475;27;0;0;0;1;13.6;1;1;48;6;183;5.209486153
476;47;1;1;1;1;54.2;1;1;794;6;757;6.629363253
477;32;1;1;1;1;102.4;1;1;1.769;18;1.237;0.212689093
478;21;0;0;1;1;42.3;0;0;0;6;856;6.752270376
479;61;0;0;0;1;14.9;0;0;0;12;275;5.616771098
480;49;1;1;1;1;123.8;2;0;0;18;3.537;1.26327891
481;63;1;1;0;1;58.7;0;0;0;24;1.479;0.391366184
482;30;0;0;0;1;15;2;0;0;12;341;5.831882477
483;23;1;0;0;1;14.1;0;1;250;12;328;5.793013608
484;29;0;0;0;0;17.3;1;1;677;18;381;5.942799375
485;55;1;1;1;0;77.8;1;1;2.137;18;1.813;0.594982932
486;62;0;0;1;1;65.9;0;1;1.052;12;777;6.65544035
487;43;1;1;0;1;73.2;0;1;1.246;24;2.177;0.777947782
488;38;1;1;1;1;88.1;2;1;1.262;24;1.078;0.075107472
489;53;0;1;1;1;51.9;3;1;36;6;158;5.062595033
490;72;0;1;0;0;47.5;0;1;1.184;6;755;6.626717749
491;51;1;1;1;1;74.5;0;1;1.356;6;1.481;0.392717535
492;28;0;1;0;0;27.9;0;1;1.146;18;1.184;0.168898536
493;73;1;1;1;1;58.3;0;1;1.122;24;1.472;0.38662202
494;45;1;1;1;1;81.2;0;1;1.46;24;1.856;0.618423634
495;42;1;1;1;1;104.1;0;1;2.191;24;2.636;0.969262617
496;46;0;1;1;0;87.2;0;1;2.011;18;3.604;1.28204434
497;35;1;1;1;1;76.4;2;1;1.221;18;881;6.781057626
498;27;1;0;1;1;64.3;3;1;378;6;239;5.476463552
499;41;1;1;1;1;119.8;2;1;1.538;24;2.09;0.737164066
500;49;1;1;0;1;56.3;3;1;50;6;321;5.771441123
501;28;1;0;1;1;67.8;0;1;1.457;12;1.084;0.080657903
502;29;1;0;1;1;66.7;0;0;0;18;1.31;0.270027137
503;69;0;1;1;0;91.8;0;0;0;24;2.452;0.896904018
504;22;1;0;0;1;17.7;1;1;130;12;268;5.590986981
505;49;0;1;1;1;97.9;0;1;2.001;24;2.149;0.765002618
506;24;0;1;1;1;76.2;0;1;1.391;12;979;6.886531643
507;31;1;0;0;1;47.2;0;1;924;18;1.587;0.461845442
508;30;1;0;0;1;21.7;1;0;0;18;774;6.651571874
509;48;1;1;1;1;82.4;0;1;2.219;18;1.779;0.576051409
510;33;0;0;0;0;35.6;3;1;390;18;865;6.762729507
511;74;1;0;0;1;42.8;0;1;947;12;922;6.826545224
512;49;1;0;0;1;72;0;1;1.719;12;1.475;0.38865799
513;31;0;1;1;0;90.4;1;1;2.03;18;2.924;1.072952542
514;23;1;0;1;1;37.2;1;1;645;6;247;5.509388337
515;53;1;1;1;1;77;0;1;1.453;12;2.104;0.743840295
516;29;0;0;1;1;71.2;3;1;455;12;392;5.97126184
517;68;0;1;1;1;61;0;0;0;18;1.85;0.615185639
518;63;1;1;1;0;37;0;1;1.138;12;850;6.745236349
519;29;0;0;0;1;25.3;3;0;0;6;510;6.234410726
520;24;0;0;1;0;53.7;0;1;2.191;24;2.491;0.912684236
521;45;0;0;0;1;48.1;0;1;1.273;12;782;6.661854741
522;51;1;1;1;1;96.3;1;1;1.358;12;1.081;0.077886539
523;42;0;0;1;1;75.2;1;0;0;24;2.702;0.99399224
524;72;0;0;1;0;81.5;0;1;2.103;18;3.655;1.296096093
525;44;1;0;1;0;83.5;2;1;1.077;24;2.098;0.74098451
526;68;0;1;0;1;30.9;0;1;525;18;862;6.759255271
527;33;0;1;1;1;75.6;0;0;0;12;1.541;0.432431556
528;29;1;0;1;0;25.1;0;1;916;12;592;6.383506635
529;72;0;0;1;1;41.7;0;1;892;18;1.398;0.335042644
530;49;0;1;1;1;35.3;0;1;984;24;1.093;0.088926209
531;32;0;0;0;1;35.3;0;0;0;18;1.369;0.314080546
532;56;1;0;0;1;44.4;0;1;717;18;886;6.786716951
533;42;0;1;1;0;44.2;0;1;1.362;24;2.524;0.925844945
534;73;0;1;1;0;57.9;0;1;1.731;12;1.693;0.526502103
535;39;1;1;1;1;97.1;0;0;0;12;1.473;0.387301137
536;42;1;0;1;1;96.4;1;1;1.739;24;1.822;0.599934799
537;24;0;0;0;0;23.1;2;1;392;12;457;6.124683391
538;46;1;0;0;0;67.7;0;1;1.814;12;2.226;0.800206253
539;47;0;0;1;0;53.9;1;1;977;18;2.177;0.777947782
540;30;0;1;1;1;42.4;1;0;0;18;1.166;0.153579088
541;40;0;1;0;1;52.7;2;1;489;18;855;6.751101469
542;40;1;0;0;1;47;1;1;715;12;584;6.369900983
543;26;0;0;0;1;14.8;1;1;64;6;209;5.342334252
544;28;0;0;0;1;12.7;3;1;49;12;87;4.465908119
545;69;0;1;1;1;96.2;0;1;1.373;12;1.457;0.376379527
546;23;0;1;0;1;15.1;0;1;82;6;274;5.613128106
547;26;1;0;1;1;43.7;1;0;0;12;927;6.831953566
548;73;0;1;0;1;43.3;0;0;0;12;1.584;0.459953293
549;38;0;1;0;1;36.7;1;0;0;6;529;6.270988432
550;69;0;1;0;1;28.5;0;1;972;24;621;6.431331082
551;44;0;0;0;1;32.1;2;1;67;24;405;6.003887067
552;39;1;0;1;1;92.9;1;0;0;6;1.705;0.533565111
553;75;0;1;1;0;40.1;0;1;1.703;12;1.384;0.324977857
554;58;0;0;0;1;21.4;0;1;781;18;498;6.210600077
555;34;1;1;1;1;72.2;0;1;1.195;24;2.492;0.913085601
556;58;0;1;1;0;67.9;0;1;2.563;24;2.925;1.073294481
557;23;0;0;0;0;21.1;1;1;367;6;470;6.152732695
558;53;1;1;1;0;93;3;1;1.663;6;1.046;0.044973366
559;28;0;0;1;1;40.9;2;1;169;18;576;6.356107661
560;53;1;1;0;0;61.3;2;1;1.436;24;1.241;0.215917506
561;65;0;1;1;1;110.7;0;1;2.21;12;2.458;0.899348011
562;49;1;0;1;1;81.8;1;1;1.245;18;1.838;0.608678024
563;28;1;0;0;1;19.1;0;0;0;6;176;5.170483995
564;21;0;0;1;1;73.6;1;1;1.486;6;647;6.472346295
565;33;0;1;0;0;62.5;3;0;0;6;921;6.825460036
566;35;0;0;1;1;48.6;0;1;760;24;1.583;0.459321781
567;56;1;0;1;1;69.8;0;1;1.708;24;2.764;1.016678906
568;43;1;1;1;1;90.3;0;1;1.552;24;1.944;0.664747706
569;50;1;1;1;1;74.5;2;1;749;12;824;6.71417053
570;27;0;1;0;0;32;1;0;0;24;1.32;0.277631737
571;39;0;1;1;1;68.2;1;0;0;6;818;6.706862337
572;30;0;1;0;1;21.6;2;0;0;12;491;6.196444128
573;31;0;0;0;0;38.2;0;1;1.595;24;1.476;0.389335726
574;41;0;0;1;1;91;2;1;1.104;6;708;6.562444094
575;30;0;0;0;0;12;0;1;894;6;264;5.575949103
576;21;0;0;0;0;18.2;2;1;526;12;322;5.774551546
577;39;0;0;1;1;72.1;0;1;1.349;24;3.052;1.115797113
578;44;1;0;1;1;38.4;2;1;223;6;188;5.236441963
579;54;1;1;1;0;79.7;1;1;1.634;24;3.384;1.219058442
580;22;1;0;0;0;17.7;0;1;1.062;18;742;6.609349243
581;74;1;1;1;0;112.9;0;1;2.402;24;6.217;1.827287475
582;27;0;0;0;1;17.8;1;1;18;6;216;5.375278408
583;36;0;1;1;0;52.3;1;1;1.023;18;2.034;0.710004298
584;46;1;1;0;0;60.2;0;1;1.319;12;1.955;0.670390193
585;46;0;1;1;1;80.8;1;0;0;18;1.598;0.468752847
586;22;0;0;0;1;21.9;1;0;0;12;576;6.356107661
587;50;1;1;1;0;102.7;1;1;2.025;18;3.785;1.331045887
588;34;0;1;1;1;90.5;1;1;1.59;6;1.116;0.109750864
589;52;1;1;0;1;44.6;2;1;144;6;236;5.463831805
590;74;1;1;1;1;85.3;0;0;0;12;2.523;0.92544867
591;25;1;0;0;1;13;3;1;43;6;43;3.761200116
592;30;0;0;0;0;32.4;1;1;1.003;24;920;6.82437367
593;22;1;0;1;0;46.3;1;1;1.338;18;1.357;0.305276381
594;32;0;0;1;0;120.8;1;1;2.375;24;5.83;1.763017
595;40;0;1;1;1;92.3;3;1;669;18;655;6.484635236
596;39;1;1;1;1;102.3;0;1;2.002;24;2.438;0.891178031
597;50;0;0;0;1;41.4;3;1;80;6;223;5.407171771
598;59;0;1;1;1;22.4;0;0;0;24;947;6.853299093
599;47;1;1;1;1;102.7;3;0;0;12;1.473;0.387301137
600;43;0;0;0;0;44.1;1;1;1.428;18;1.659;0.506215011
601;25;0;1;1;0;33.7;0;0;0;6;614;6.419994928
602;47;1;1;0;0;39.1;1;1;1.145;12;1.001;0.0009995
603;30;1;0;1;0;41.5;3;0;0;24;1.314;0.27307592
604;61;0;0;0;0;17.9;0;1;988;6;446;6.100318952
605;27;1;0;0;1;14.6;3;0;0;6;307;5.726847748
606;42;0;1;0;1;46.3;3;0;0;6;1.138;0.129272336
607;68;1;0;0;1;34.5;0;1;878;24;639;6.459904454
608;33;0;1;1;1;76.6;3;0;0;24;2.904;1.066089097
609;55;1;1;1;0;100.1;1;1;2.05;24;3.491;1.250188228
610;26;1;0;1;1;49.3;0;0;0;24;1.692;0.525911261
611;67;1;1;0;1;63.2;0;1;1.106;24;1.507;0.41012092
612;60;0;1;1;1;42.8;0;1;857;6;685;6.529418838
613;68;1;1;1;1;106.6;0;1;1.765;12;1.877;0.629674758
614;70;0;1;1;0;74.9;0;0;0;12;1.804;0.590006422
615;29;0;0;0;1;19.1;1;1;36;18;403;5.998936562
616;47;1;1;0;1;48.8;1;1;751;24;1.271;0.239803992
617;37;0;1;1;1;105.3;1;0;0;24;3.36;1.211940974
618;64;1;1;1;1;90.6;0;1;2.081;24;3.167;1.152784768
619;42;0;1;1;1;105.5;1;1;1.624;6;1.781;0.577175004
620;25;0;0;0;1;17.9;3;1;39;6;62;4.127134385
621;43;1;1;1;1;99.3;1;1;1.51;12;1.504;0.408128226
622;75;0;1;0;1;17.6;0;1;254;6;224;5.411646052
623;33;1;1;1;1;76.7;1;1;1.271;24;1.431;0.358373501
624;60;0;1;1;1;65.9;0;1;1.195;24;1.436;0.361861471
625;51;0;1;1;1;63.7;3;1;580;12;364;5.897153868
626;32;1;0;1;1;93;1;1;1.486;24;2.644;0.972292922
627;57;0;1;1;0;33.6;2;1;628;12;805;6.690842277
628;24;0;1;0;1;27.5;3;0;0;12;571;6.34738921
629;41;1;1;1;1;84.1;3;0;0;6;1.352;0.301584978
630;43;0;1;0;1;48.7;2;1;356;12;528;6.269096284
631;39;1;0;0;1;45.9;0;1;783;12;716;6.573680167
632;72;0;1;1;1;70.7;0;1;1.486;24;2.15;0.765467842
633;21;1;0;0;0;13.8;1;1;695;12;368;5.908082938
634;36;0;1;1;1;100.8;1;1;1.661;24;1.789;0.581656805
635;29;1;0;0;0;25.7;0;1;1.03;18;907;6.81014245
636;26;0;0;0;1;27;1;0;0;24;1.012;0.011928571
637;67;0;1;0;1;51.9;0;1;1.42;12;1.148;0.138021298
638;55;0;0;0;0;37.8;2;0;0;12;1.185;0.169742775
639;44;0;1;1;1;74.7;1;1;1.469;6;704;6.556778356
640;27;1;0;0;0;14.8;1;0;0;12;376;5.929589143
641;29;1;0;0;1;17.4;0;0;0;12;332;5.805134969
642;51;0;1;1;1;59.9;1;0;0;6;613;6.418364936
643;43;0;1;0;1;67.8;1;1;999;6;680;6.522092798
644;49;0;0;1;1;135.7;1;1;2.069;24;2.746;1.010145307
645;37;1;0;1;0;63;0;1;1.567;18;2.107;0.745265135
646;23;0;1;0;0;21.9;2;1;545;24;486;6.186208624
647;50;0;0;1;1;114.1;1;0;0;24;1.976;0.681074599
648;30;1;0;0;0;22.9;1;0;0;12;814;6.701960366
649;35;0;1;1;1;82.7;1;1;1.224;18;1.753;0.561328606
650;70;0;1;1;1;103.3;0;1;2.14;24;3.378;1.217283818
651;33;1;1;1;0;113.8;0;0;0;12;3.273;1.185706996
652;27;1;0;1;1;54.5;1;1;277;18;1.001;0.0009995
653;59;1;1;1;1;54.6;0;1;1.027;24;1.246;0.21993842
654;26;0;0;0;1;18.9;1;1;456;6;184;5.214935758
655;55;0;1;1;1;83.3;1;1;926;24;2.574;0.945461109
656;43;1;0;0;0;60.2;0;1;2.096;24;2.304;0.834646743
657;49;0;0;0;1;53.7;2;0;0;12;1.194;0.177309015
658;68;0;1;1;1;89;0;1;1.627;12;1.487;0.396760667
659;30;0;0;0;1;12.5;3;0;0;12;206;5.327876169
660;46;1;1;0;1;50.6;3;0;0;6;713;6.56948142
661;32;0;1;1;1;67.9;3;1;842;12;356;5.874930731
662;49;1;0;1;1;62.8;3;1;22;6;177;5.176149733
663;55;0;1;0;0;34.6;2;1;579;18;748;6.617402978
664;32;0;1;0;1;43.5;1;1;446;12;500;6.214608098
665;56;1;1;1;0;80.7;0;0;0;18;3.034;1.109881881
666;60;1;0;0;1;29;0;1;289;6;482;6.177944114
667;26;0;0;0;0;27.6;1;1;841;24;893;6.794586581
668;72;0;1;1;0;12.6;2;1;496;12;164;5.099866428
669;55;0;1;1;0;88.6;1;1;1.838;18;2.563;0.941178447
670;31;1;1;1;0;61.4;1;1;1.144;24;1.575;0.454255272
671;35;0;0;0;1;40.2;1;0;0;12;881;6.781057626
672;27;0;0;1;1;69.7;2;1;797;6;584;6.369900983
673;44;1;0;0;1;53.3;0;1;1.148;18;1.72;0.542324291
674;58;1;0;1;0;66.2;0;0;0;6;1.024;0.023716527
675;34;1;0;0;1;54.4;0;1;1.156;6;1.15;0.139761942
676;50;1;0;1;1;68.7;0;1;1.49;24;2.763;1.016317046
677;29;0;0;0;1;25.1;1;0;0;6;421;6.042632834
678;23;0;0;0;1;20.3;2;1;89;12;180;5.192956851
679;64;0;1;1;1;118.8;0;1;2.34;18;2.176;0.777488329
680;23;1;0;0;1;17.6;0;0;0;6;273;5.609471795
681;51;1;1;1;0;88.7;2;1;1.51;24;2.693;0.990655814
682;49;0;1;1;0;84.9;1;1;1.824;24;3.072;1.122328815
683;49;1;1;1;0;89.5;0;1;2.333;24;5.209;1.650387899
684;28;0;0;0;1;11.9;1;1;120;6;143;4.96284463
685;72;1;1;1;0;65.5;0;1;1.958;24;1.931;0.658038003
686;26;0;0;0;1;17.6;2;1;103;18;163;5.093750201
687;47;0;1;1;1;82.4;2;1;660;18;657;6.487684018
688;50;0;0;0;1;40.4;1;1;462;24;630;6.445719819
689;33;1;1;1;1;70;0;1;1.162;24;1.974;0.680061941
690;27;0;1;0;1;44.7;1;1;920;6;502;6.21860012
691;46;0;1;0;1;47.9;1;1;722;24;662;6.495265556
692;30;0;0;1;1;63.2;0;1;1.355;24;1.512;0.413433278
693;49;1;1;1;0;86.1;1;0;0;12;1.255;0.227135573
694;71;0;1;0;1;14.6;0;1;404;24;468;6.148468296
695;46;1;1;0;1;62.9;0;0;0;24;2.561;0.940397807
696;22;1;1;0;1;23.2;0;0;0;24;534;6.280395839
697;47;0;1;0;0;52.6;2;1;714;12;1.307;0.267734435
698;37;1;0;0;1;53.9;1;1;727;6;735;6.599870499
699;36;1;1;1;1;100.1;2;0;0;6;1.597;0.468126869
700;52;1;0;0;0;50;1;0;0;6;1.079;0.076034686
701;68;0;0;1;1;97;0;0;0;24;2.599;0.955126756
702;56;0;1;1;1;35;0;1;935;6;473;6.159095388
703;29;1;1;0;0;39.6;0;0;0;12;1.085;0.081579987
704;69;0;0;1;1;46.9;0;1;780;6;703;6.555356892
705;74;1;0;1;1;81.8;0;1;1.703;6;919;6.823286122
706;34;1;1;1;1;99.2;3;0;0;12;2.796;1.028189824
707;51;0;0;1;0;75.8;1;1;1.887;12;1.83;0.604315967
708;29;0;0;0;1;14.5;1;1;19;6;183;5.209486153
709;26;0;0;0;0;19.7;2;1;396;6;330;5.799092654
710;45;1;0;0;1;43.2;0;0;0;24;917;6.821107472
711;21;1;0;0;1;14.4;0;0;0;24;615;6.421622268
712;23;1;0;1;0;43.5;1;1;1.218;12;808;6.694562059
713;43;1;1;0;1;55.5;3;1;184;18;427;6.056784013
714;31;0;1;1;1;108.1;1;1;2.219;12;1.133;0.124868982
715;41;0;0;0;1;33.2;1;0;0;6;320;5.768320996
716;31;1;1;1;0;98.9;0;0;0;18;3.126;1.139754232
717;65;0;1;1;0;81.4;0;1;2.354;24;3.001;1.098945566
718;29;0;0;0;1;20.1;1;1;2;12;271;5.602118821
719;21;0;0;0;1;12;0;1;12;6;140;4.941642423
720;51;1;0;1;1;79.5;0;1;910;18;1.763;0.567016903
721;28;0;1;0;0;27.9;1;0;0;12;576;6.356107661
722;47;1;0;1;0;70.5;1;0;0;24;2.145;0.763139552
723;21;1;0;0;1;21.2;0;0;0;12;417;6.033086222
724;74;0;1;0;0;42.6;0;1;1.311;24;1.79;0.58221562
725;40;1;1;1;1;118.5;1;1;1.45;24;3.063;1.119394828
726;21;0;1;0;1;15.6;1;1;111;6;136;4.912654886
727;23;0;1;0;1;27.2;2;1;73;18;446;6.100318952
728;24;1;0;0;1;26.1;1;0;0;6;494;6.202535517
729;38;1;1;0;1;55.9;0;1;815;12;964;6.871091295
730;26;1;0;1;1;27.4;1;1;56;6;278;5.627621114
731;52;1;0;0;0;59;0;1;1.87;24;3.044;1.11317244
732;29;0;0;1;1;37.1;2;1;48;24;653;6.481577129
733;62;1;1;0;0;62;0;1;1.613;24;3.293;1.191799003
734;24;0;1;1;0;68;0;1;1.901;24;3.688;1.305084306
735;26;1;0;0;1;15;3;1;32;6;38;3.63758616
736;55;0;0;1;0;45.4;3;1;781;24;1.203;0.184818437
737;68;1;1;1;1;56.6;0;0;0;24;1.607;0.474369087
738;59;0;1;0;0;16.3;0;1;482;6;317;5.758901774
739;42;0;0;0;0;45.6;0;1;2.009;12;1.322;0.279145741
740;21;1;0;0;1;14.2;0;1;123;6;250;5.521460918
741;36;0;1;1;1;72.2;2;1;851;18;715;6.572282543
742;45;1;1;1;1;126.5;2;1;1.875;18;2;0.693147181
743;49;1;1;0;0;70.2;0;1;2.095;12;1.702;0.53180403
744;26;0;0;0;1;13.5;0;1;293;18;296;5.690359454
745;34;1;0;1;1;118.8;0;1;2.348;12;2.631;0.967364002
746;32;0;0;0;0;39;3;1;508;6;292;5.676753802
747;32;1;1;1;1;140.7;3;1;2.059;12;1.001;0.0009995
748;21;1;0;1;0;51.6;0;0;0;12;1.082;0.07881118
749;58;0;0;1;1;39.7;0;1;480;12;573;6.350885717
750;72;0;1;1;1;90.5;0;1;2.093;6;863;6.760414691